,event,sys_clock,logical_clock,code,queue_length,msg,process
146,INTERNAL EVENT,140,276,4,0,,2
147,RECEIVE MESSAGE,141,277,-1,0,279.0,2
148,RECEIVE MESSAGE,142,280,-1,1,281.0,2
149,RECEIVE MESSAGE,143,282,-1,0,282.0,2
150,RECEIVE MESSAGE,144,283,-1,0,286.0,2
151,INTERNAL EVENT,145,287,7,0,,2
152,INTERNAL EVENT,146,288,9,0,,2
153,INTERNAL EVENT,147,289,7,0,,2
154,RECEIVE MESSAGE,148,290,-1,0,286.0,2
155,RECEIVE MESSAGE,149,291,-1,0,296.0,2
156,INTERNAL EVENT,150,297,8,0,,2
157,RECEIVE MESSAGE,151,298,-1,1,300.0,2
158,RECEIVE MESSAGE,152,301,-1,0,289.0,2
159,INTERNAL EVENT,153,302,4,0,,2
160,INTERNAL EVENT,154,303,5,0,,2
161,RECEIVE MESSAGE,155,304,-1,0,308.0,2
162,INTERNAL EVENT,156,309,3,0,,2
163,RECEIVE MESSAGE,157,310,-1,1,311.0,2
164,RECEIVE MESSAGE,158,312,-1,1,312.0,2
165,RECEIVE MESSAGE,159,313,-1,0,314.0,2
166,INTERNAL EVENT,160,315,8,0,,2
167,INTERNAL EVENT,161,316,4,0,,2
168,INTERNAL EVENT,162,317,8,0,,2
169,RECEIVE MESSAGE,163,318,-1,0,324.0,2
170,SENT to 4056,164,325,2,0,,2
171,SENT to 2056,164,325,2,0,,2
172,RECEIVE MESSAGE,165,326,-1,0,325.0,2
173,INTERNAL EVENT,166,327,5,0,,2
174,INTERNAL EVENT,167,328,6,0,,2
175,RECEIVE MESSAGE,168,329,-1,0,333.0,2
176,INTERNAL EVENT,169,334,9,0,,2
177,RECEIVE MESSAGE,170,335,-1,0,338.0,2
178,SENT to 2056,171,339,0,0,,2
179,INTERNAL EVENT,172,340,9,0,,2
180,INTERNAL EVENT,173,341,9,0,,2
181,SENT to 4056,174,342,1,0,,2
182,RECEIVE MESSAGE,175,343,-1,0,347.0,2
183,INTERNAL EVENT,176,348,6,0,,2
184,SENT to 4056,177,349,1,0,,2
185,SENT to 2056,178,350,2,1,,2
186,SENT to 4056,178,350,2,1,,2
187,RECEIVE MESSAGE,179,351,-1,0,350.0,2
188,INTERNAL EVENT,180,352,9,0,,2
189,INTERNAL EVENT,181,353,8,0,,2
190,RECEIVE MESSAGE,182,354,-1,0,353.0,2
191,SENT to 4056,183,355,1,0,,2
192,RECEIVE MESSAGE,184,356,-1,0,365.0,2
193,INTERNAL EVENT,185,366,6,0,,2
194,INTERNAL EVENT,186,367,8,0,,2
195,RECEIVE MESSAGE,187,368,-1,0,372.0,2
196,INTERNAL EVENT,188,373,3,0,,2
197,INTERNAL EVENT,189,374,3,0,,2
198,RECEIVE MESSAGE,190,375,-1,0,378.0,2
199,INTERNAL EVENT,191,379,6,0,,2
200,SENT to 2056,192,380,2,0,,2
201,SENT to 4056,192,380,2,0,,2
202,INTERNAL EVENT,193,381,3,0,,2
203,SENT to 4056,194,382,1,0,,2
204,INTERNAL EVENT,195,383,6,0,,2
205,RECEIVE MESSAGE,196,384,-1,0,390.0,2
206,RECEIVE MESSAGE,197,391,-1,0,392.0,2
207,RECEIVE MESSAGE,198,393,-1,0,393.0,2
208,SENT to 2056,199,394,0,0,,2
209,INTERNAL EVENT,200,395,7,0,,2
210,INTERNAL EVENT,201,396,5,0,,2
211,INTERNAL EVENT,202,397,7,0,,2
212,RECEIVE MESSAGE,203,398,-1,0,403.0,2
213,INTERNAL EVENT,204,404,3,0,,2
214,SENT to 2056,205,405,2,0,,2
215,SENT to 4056,205,405,2,0,,2
216,INTERNAL EVENT,206,406,8,0,,2
217,INTERNAL EVENT,207,407,5,0,,2
218,SENT to 4056,208,408,2,0,,2
219,SENT to 2056,208,408,2,0,,2
220,SENT to 4056,209,409,2,0,,2
221,SENT to 2056,209,409,2,0,,2
222,INTERNAL EVENT,210,410,9,0,,2
223,RECEIVE MESSAGE,211,411,-1,0,419.0,2
224,INTERNAL EVENT,212,420,4,0,,2
225,RECEIVE MESSAGE,213,421,-1,0,414.0,2
226,RECEIVE MESSAGE,214,422,-1,1,424.0,2
227,RECEIVE MESSAGE,215,425,-1,2,425.0,2
228,RECEIVE MESSAGE,216,426,-1,1,416.0,2
229,RECEIVE MESSAGE,217,427,-1,0,428.0,2
230,INTERNAL EVENT,218,429,8,0,,2
231,INTERNAL EVENT,219,430,4,0,,2
232,SENT to 4056,220,431,1,0,,2
233,INTERNAL EVENT,221,432,4,0,,2
234,RECEIVE MESSAGE,222,433,-1,0,441.0,2
235,INTERNAL EVENT,223,442,7,0,,2
236,INTERNAL EVENT,224,443,5,0,,2
237,INTERNAL EVENT,225,444,3,0,,2
238,SENT to 4056,226,445,2,1,,2
239,SENT to 2056,226,445,2,1,,2
240,RECEIVE MESSAGE,227,446,-1,0,451.0,2
241,INTERNAL EVENT,228,452,9,0,,2
242,INTERNAL EVENT,229,453,9,0,,2
243,SENT to 4056,230,454,1,0,,2
244,RECEIVE MESSAGE,231,455,-1,0,454.0,2
245,INTERNAL EVENT,232,456,9,0,,2
246,INTERNAL EVENT,233,457,6,0,,2
247,RECEIVE MESSAGE,234,458,-1,0,465.0,2
248,INTERNAL EVENT,235,466,7,0,,2
249,RECEIVE MESSAGE,236,467,-1,0,469.0,2
250,INTERNAL EVENT,237,470,5,0,,2
251,INTERNAL EVENT,238,471,6,0,,2
252,RECEIVE MESSAGE,239,472,-1,0,471.0,2
253,RECEIVE MESSAGE,240,473,-1,0,477.0,2
254,SENT to 2056,241,478,0,0,,2
255,INTERNAL EVENT,242,479,9,0,,2
256,RECEIVE MESSAGE,243,480,-1,0,482.0,2
257,RECEIVE MESSAGE,244,483,-1,0,485.0,2
258,RECEIVE MESSAGE,245,486,-1,0,483.0,2
259,RECEIVE MESSAGE,246,487,-1,0,489.0,2
260,INTERNAL EVENT,247,490,7,0,,2
261,RECEIVE MESSAGE,248,491,-1,0,492.0,2
262,RECEIVE MESSAGE,249,493,-1,0,494.0,2
263,SENT to 4056,250,495,2,0,,2
264,SENT to 2056,250,495,2,0,,2
265,RECEIVE MESSAGE,251,496,-1,0,499.0,2
266,INTERNAL EVENT,252,500,5,0,,2
267,INTERNAL EVENT,253,501,9,0,,2
268,RECEIVE MESSAGE,254,502,-1,0,505.0,2
269,INTERNAL EVENT,255,506,7,0,,2
270,INTERNAL EVENT,256,507,7,0,,2
271,SENT to 2056,257,508,0,0,,2
272,INTERNAL EVENT,258,509,3,0,,2
273,INTERNAL EVENT,259,510,7,0,,2
274,RECEIVE MESSAGE,260,511,-1,1,511.0,2
275,RECEIVE MESSAGE,261,512,-1,0,517.0,2
276,RECEIVE MESSAGE,262,518,-1,0,513.0,2
277,RECEIVE MESSAGE,263,519,-1,0,523.0,2
278,SENT to 2056,264,524,0,0,,2
279,SENT to 4056,265,525,1,0,,2
280,SENT to 4056,266,526,1,0,,2
281,INTERNAL EVENT,267,527,7,0,,2
282,RECEIVE MESSAGE,268,528,-1,0,534.0,2
283,SENT to 2056,269,535,0,0,,2
284,INTERNAL EVENT,270,536,8,0,,2
285,INTERNAL EVENT,271,537,4,0,,2
286,INTERNAL EVENT,272,538,4,0,,2
287,INTERNAL EVENT,273,539,7,0,,2
288,INTERNAL EVENT,274,540,8,0,,2
289,SENT to 4056,275,541,1,1,,2
290,RECEIVE MESSAGE,276,542,-1,0,548.0,2
291,INTERNAL EVENT,277,549,5,0,,2
292,RECEIVE MESSAGE,278,550,-1,0,553.0,2
293,SENT to 4056,279,554,1,1,,2
294,RECEIVE MESSAGE,280,555,-1,1,557.0,2
295,RECEIVE MESSAGE,281,558,-1,0,545.0,2
296,INTERNAL EVENT,282,559,8,0,,2
297,INTERNAL EVENT,283,560,9,0,,2
298,RECEIVE MESSAGE,284,561,-1,0,565.0,2
299,SENT to 4056,285,566,2,0,,2
300,SENT to 2056,285,566,2,0,,2
301,RECEIVE MESSAGE,286,567,-1,0,569.0,2
302,INTERNAL EVENT,287,570,4,0,,2
303,SENT to 2056,288,571,0,0,,2
304,RECEIVE MESSAGE,289,572,-1,0,575.0,2
305,RECEIVE MESSAGE,290,576,-1,0,577.0,2
306,RECEIVE MESSAGE,291,578,-1,0,578.0,2
307,RECEIVE MESSAGE,292,579,-1,0,581.0,2
308,INTERNAL EVENT,293,582,7,0,,2
309,INTERNAL EVENT,294,583,6,0,,2
310,RECEIVE MESSAGE,295,584,-1,0,587.0,2
311,INTERNAL EVENT,296,588,5,0,,2
312,RECEIVE MESSAGE,297,589,-1,0,590.0,2
313,INTERNAL EVENT,298,591,4,0,,2
314,INTERNAL EVENT,299,592,8,0,,2
315,INTERNAL EVENT,300,593,6,0,,2
316,INTERNAL EVENT,301,594,4,0,,2
317,SENT to 4056,302,595,2,0,,2
318,SENT to 2056,302,595,2,0,,2
319,INTERNAL EVENT,303,596,8,0,,2
320,RECEIVE MESSAGE,304,597,-1,0,606.0,2
321,INTERNAL EVENT,305,607,4,0,,2
322,RECEIVE MESSAGE,306,608,-1,0,609.0,2
323,RECEIVE MESSAGE,307,610,-1,0,607.0,2
324,INTERNAL EVENT,308,611,3,0,,2
325,RECEIVE MESSAGE,309,612,-1,0,614.0,2
326,RECEIVE MESSAGE,310,615,-1,0,616.0,2
327,RECEIVE MESSAGE,311,617,-1,0,619.0,2
328,RECEIVE MESSAGE,312,620,-1,1,621.0,2
329,RECEIVE MESSAGE,313,622,-1,0,617.0,2
330,RECEIVE MESSAGE,314,623,-1,0,625.0,2
331,RECEIVE MESSAGE,315,626,-1,0,623.0,2
332,INTERNAL EVENT,316,627,8,0,,2
333,INTERNAL EVENT,317,628,5,0,,2
334,RECEIVE MESSAGE,318,629,-1,0,626.0,2
335,INTERNAL EVENT,319,630,5,0,,2
336,RECEIVE MESSAGE,320,631,-1,0,628.0,2
337,RECEIVE MESSAGE,321,632,-1,1,638.0,2
338,RECEIVE MESSAGE,322,639,-1,0,639.0,2
339,INTERNAL EVENT,323,640,9,0,,2
340,RECEIVE MESSAGE,324,641,-1,1,644.0,2
341,RECEIVE MESSAGE,325,645,-1,1,645.0,2
342,RECEIVE MESSAGE,326,646,-1,1,646.0,2
343,RECEIVE MESSAGE,327,647,-1,1,648.0,2
344,RECEIVE MESSAGE,328,649,-1,1,651.0,2
345,RECEIVE MESSAGE,329,652,-1,1,652.0,2
346,RECEIVE MESSAGE,330,653,-1,0,655.0,2
347,SENT to 4056,331,656,1,1,,2
348,RECEIVE MESSAGE,332,657,-1,0,660.0,2
349,INTERNAL EVENT,333,661,8,0,,2
350,INTERNAL EVENT,334,662,5,0,,2
351,RECEIVE MESSAGE,335,663,-1,0,659.0,2
352,INTERNAL EVENT,336,664,4,0,,2
353,RECEIVE MESSAGE,337,665,-1,0,666.0,2
354,SENT to 2056,338,667,0,0,,2
355,RECEIVE MESSAGE,339,668,-1,0,674.0,2
356,INTERNAL EVENT,340,675,8,0,,2
357,RECEIVE MESSAGE,341,676,-1,1,677.0,2
358,RECEIVE MESSAGE,342,678,-1,0,675.0,2
359,INTERNAL EVENT,343,679,9,0,,2
360,RECEIVE MESSAGE,344,680,-1,0,683.0,2
361,INTERNAL EVENT,345,684,6,0,,2
362,INTERNAL EVENT,346,685,5,0,,2
363,INTERNAL EVENT,347,686,9,0,,2
364,INTERNAL EVENT,348,687,8,0,,2
365,INTERNAL EVENT,349,688,9,0,,2
366,INTERNAL EVENT,350,689,3,0,,2
367,SENT to 4056,351,690,2,0,,2
368,SENT to 2056,351,690,2,0,,2
369,INTERNAL EVENT,352,691,5,0,,2
370,SENT to 4056,353,692,1,0,,2
371,INTERNAL EVENT,354,693,6,0,,2
372,INTERNAL EVENT,355,694,5,0,,2
373,RECEIVE MESSAGE,356,695,-1,0,709.0,2
374,RECEIVE MESSAGE,357,710,-1,0,710.0,2
375,INTERNAL EVENT,358,711,4,0,,2
376,SENT to 4056,359,712,1,0,,2
377,INTERNAL EVENT,360,713,9,0,,2
378,RECEIVE MESSAGE,361,714,-1,0,719.0,2
379,SENT to 2056,362,720,0,0,,2
380,SENT to 4056,363,721,1,0,,2
381,INTERNAL EVENT,364,722,3,0,,2
382,RECEIVE MESSAGE,365,723,-1,0,726.0,2
383,INTERNAL EVENT,366,727,5,0,,2
384,SENT to 4056,367,728,1,0,,2
385,RECEIVE MESSAGE,368,729,-1,0,732.0,2
386,RECEIVE MESSAGE,369,733,-1,0,734.0,2
387,RECEIVE MESSAGE,370,735,-1,0,736.0,2
388,SENT to 4056,371,737,2,0,,2
389,SENT to 2056,371,737,2,0,,2
390,RECEIVE MESSAGE,372,738,-1,0,737.0,2
391,INTERNAL EVENT,373,739,4,0,,2
392,SENT to 4056,374,740,2,0,,2
393,SENT to 2056,374,740,2,0,,2
394,RECEIVE MESSAGE,375,741,-1,0,740.0,2
395,SENT to 4056,376,742,1,0,,2
396,INTERNAL EVENT,377,743,7,0,,2
397,RECEIVE MESSAGE,378,744,-1,0,743.0,2
398,INTERNAL EVENT,379,745,9,0,,2
399,RECEIVE MESSAGE,380,746,-1,0,756.0,2
400,INTERNAL EVENT,381,757,3,0,,2
401,INTERNAL EVENT,382,758,3,0,,2
402,SENT to 2056,383,759,0,0,,2
403,RECEIVE MESSAGE,384,760,-1,1,749.0,2
404,RECEIVE MESSAGE,385,761,-1,0,764.0,2
405,INTERNAL EVENT,386,765,9,0,,2
406,RECEIVE MESSAGE,387,766,-1,0,771.0,2
407,INTERNAL EVENT,388,772,7,0,,2
408,INTERNAL EVENT,389,773,5,0,,2
409,RECEIVE MESSAGE,390,774,-1,0,776.0,2
410,INTERNAL EVENT,391,777,6,0,,2
411,RECEIVE MESSAGE,392,778,-1,0,776.0,2
412,SENT to 4056,393,779,1,0,,2
413,INTERNAL EVENT,394,780,7,0,,2
414,INTERNAL EVENT,395,781,7,0,,2
415,SENT to 2056,396,782,0,1,,2
416,RECEIVE MESSAGE,397,783,-1,0,790.0,2
417,INTERNAL EVENT,398,791,7,0,,2
418,INTERNAL EVENT,399,792,7,0,,2
419,INTERNAL EVENT,400,793,4,0,,2
420,INTERNAL EVENT,401,794,6,0,,2
421,INTERNAL EVENT,402,795,6,0,,2
422,SENT to 2056,403,796,0,0,,2
423,RECEIVE MESSAGE,404,797,-1,0,804.0,2
424,SENT to 2056,405,805,0,0,,2
425,RECEIVE MESSAGE,406,806,-1,0,808.0,2
426,RECEIVE MESSAGE,407,809,-1,0,810.0,2
427,SENT to 2056,408,811,0,0,,2
428,RECEIVE MESSAGE,409,812,-1,0,814.0,2
429,RECEIVE MESSAGE,410,815,-1,0,816.0,2
430,SENT to 2056,411,817,0,0,,2
431,INTERNAL EVENT,412,818,3,0,,2
432,RECEIVE MESSAGE,413,819,-1,0,822.0,2
433,RECEIVE MESSAGE,414,823,-1,0,823.0,2
434,SENT to 2056,415,824,2,0,,2
435,SENT to 4056,415,824,2,0,,2
436,INTERNAL EVENT,416,825,9,0,,2
437,INTERNAL EVENT,417,826,6,0,,2
438,INTERNAL EVENT,418,827,8,0,,2
439,INTERNAL EVENT,419,828,5,0,,2
440,SENT to 4056,420,829,1,1,,2
441,RECEIVE MESSAGE,421,830,-1,1,837.0,2
442,RECEIVE MESSAGE,422,838,-1,0,838.0,2
443,INTERNAL EVENT,423,839,5,0,,2
444,SENT to 2056,424,840,2,0,,2
445,SENT to 4056,424,840,2,0,,2
446,SENT to 2056,425,841,0,0,,2
447,INTERNAL EVENT,426,842,8,0,,2
448,INTERNAL EVENT,427,843,9,0,,2
449,RECEIVE MESSAGE,428,844,-1,0,853.0,2
450,INTERNAL EVENT,429,854,3,0,,2
451,RECEIVE MESSAGE,430,855,-1,0,845.0,2
452,SENT to 2056,431,856,0,1,,2
453,RECEIVE MESSAGE,432,857,-1,0,860.0,2
454,RECEIVE MESSAGE,433,861,-1,0,862.0,2
455,SENT to 4056,434,863,1,0,,2
456,INTERNAL EVENT,435,864,8,0,,2
457,RECEIVE MESSAGE,436,865,-1,1,868.0,2
458,RECEIVE MESSAGE,437,869,-1,0,869.0,2
459,RECEIVE MESSAGE,438,870,-1,0,871.0,2
460,INTERNAL EVENT,439,872,9,0,,2
461,INTERNAL EVENT,440,873,4,0,,2
462,RECEIVE MESSAGE,441,874,-1,0,878.0,2
463,INTERNAL EVENT,442,879,6,0,,2
464,RECEIVE MESSAGE,443,880,-1,0,882.0,2
465,RECEIVE MESSAGE,444,883,-1,1,884.0,2
466,RECEIVE MESSAGE,445,885,-1,1,880.0,2
467,RECEIVE MESSAGE,446,886,-1,1,881.0,2
468,RECEIVE MESSAGE,447,887,-1,0,888.0,2
469,RECEIVE MESSAGE,448,889,-1,0,884.0,2
470,INTERNAL EVENT,449,890,6,0,,2
471,RECEIVE MESSAGE,450,891,-1,0,886.0,2
472,SENT to 2056,451,892,2,1,,2
473,SENT to 4056,451,892,2,1,,2
474,RECEIVE MESSAGE,452,893,-1,0,899.0,2
475,INTERNAL EVENT,453,900,4,0,,2
476,INTERNAL EVENT,454,901,6,0,,2
477,RECEIVE MESSAGE,455,902,-1,0,900.0,2
478,INTERNAL EVENT,456,903,8,0,,2
479,RECEIVE MESSAGE,457,904,-1,0,910.0,2
480,INTERNAL EVENT,458,911,5,0,,2
481,RECEIVE MESSAGE,459,912,-1,0,904.0,2
482,INTERNAL EVENT,460,913,5,0,,2
483,SENT to 4056,461,914,2,0,,2
484,SENT to 2056,461,914,2,0,,2
485,SENT to 2056,462,915,0,0,,2
486,INTERNAL EVENT,463,916,4,0,,2
487,INTERNAL EVENT,464,917,4,0,,2
488,INTERNAL EVENT,465,918,9,0,,2
489,INTERNAL EVENT,466,919,3,0,,2
490,INTERNAL EVENT,467,920,6,0,,2
491,RECEIVE MESSAGE,468,921,-1,0,933.0,2
492,INTERNAL EVENT,469,934,3,0,,2
493,INTERNAL EVENT,470,935,8,0,,2
494,INTERNAL EVENT,471,936,7,0,,2
495,INTERNAL EVENT,472,937,3,0,,2
496,RECEIVE MESSAGE,473,938,-1,0,936.0,2
497,INTERNAL EVENT,474,939,9,0,,2
498,RECEIVE MESSAGE,475,940,-1,0,946.0,2
499,INTERNAL EVENT,476,947,8,0,,2
500,INTERNAL EVENT,477,948,5,0,,2
501,INTERNAL EVENT,478,949,9,0,,2
502,SENT to 4056,479,950,1,0,,2
503,INTERNAL EVENT,480,951,7,0,,2
504,INTERNAL EVENT,481,952,7,0,,2
505,RECEIVE MESSAGE,482,953,-1,0,960.0,2
506,INTERNAL EVENT,483,961,4,0,,2
507,INTERNAL EVENT,484,962,7,0,,2
508,RECEIVE MESSAGE,485,963,-1,1,966.0,2
509,RECEIVE MESSAGE,486,967,-1,0,962.0,2
510,RECEIVE MESSAGE,487,968,-1,1,969.0,2
511,RECEIVE MESSAGE,488,970,-1,0,970.0,2
512,RECEIVE MESSAGE,489,971,-1,0,973.0,2
513,RECEIVE MESSAGE,490,974,-1,0,976.0,2
514,RECEIVE MESSAGE,491,977,-1,0,978.0,2
515,INTERNAL EVENT,492,979,7,0,,2
516,RECEIVE MESSAGE,493,980,-1,0,982.0,2
517,RECEIVE MESSAGE,494,983,-1,0,983.0,2
518,SENT to 2056,495,984,0,0,,2
519,INTERNAL EVENT,496,985,5,0,,2
520,RECEIVE MESSAGE,497,986,-1,0,990.0,2
521,SENT to 2056,498,991,0,0,,2
522,INTERNAL EVENT,499,992,3,0,,2
523,RECEIVE MESSAGE,500,993,-1,0,995.0,2
524,INTERNAL EVENT,501,996,9,0,,2
525,RECEIVE MESSAGE,502,997,-1,0,1000.0,2
526,RECEIVE MESSAGE,503,1001,-1,0,996.0,2
527,INTERNAL EVENT,504,1002,7,0,,2
528,RECEIVE MESSAGE,505,1003,-1,0,1005.0,2
529,INTERNAL EVENT,506,1006,9,0,,2
530,SENT to 2056,507,1007,0,1,,2
531,RECEIVE MESSAGE,508,1008,-1,0,1003.0,2
532,SENT to 4056,509,1009,1,1,,2
533,RECEIVE MESSAGE,510,1010,-1,0,1008.0,2
534,INTERNAL EVENT,511,1011,4,0,,2
535,SENT to 4056,512,1012,1,0,,2
